period,group_name,keywords,ratio,chunk_id
2026-04-01,market_anchor,코스피|코스닥|주식,62.38642,0
2026-05-01,market_anchor,코스피|코스닥|주식,77.12532,0
2026-06-01,market_anchor,코스피|코스닥|주식,12.8398,0
2021-01-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.43227,0
2021-02-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.39525,0
2021-03-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.42907,0
2021-04-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.61075,0
2021-05-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.5943,0
2021-06-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.3613,0
2021-07-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.2773,0
2021-08-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.41331,0
2021-09-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.27162,0
2021-10-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.3138,0
2021-11-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.36346,0
2021-12-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.2782,0
2022-01-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.22474,0
2022-02-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.18633,0
2022-03-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.2585,0
2022-04-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.28353,0
2022-05-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.36857,0
2022-06-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.32332,0
2022-07-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.33822,0
2022-08-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.28188,0
2022-09-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.27604,0
2022-10-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.2857,0
2022-11-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.2478,0
2022-12-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.25259,0
2023-01-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.25926,0
2023-02-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.24163,0
2023-03-01,semiconductor,반도체|HBM|메모리반도체|시스템반도체,0.52482,0
